Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
HERITAGE ON THE MARINA,555888,3400 LAGUNA STREET,SAN FRANCISCO,San Francisco,1,7,1,0,19,3,3,0,37.80283,-122.43158300000002
COUNTRY VILLA MAR VISTA NRS CT,555726,3966 MARCASEL AVE,LOS ANGELES,Los Angeles,7,4,6,4,61,11,7,0,34.003625,-118.42511099999999
THE SPRINGS AT THE CARLOTTA,555226,41-505 CARLOTTA DRIVE,PALM DESERT,Riverside,0,1,6,0,18,12,11,0,33.74658,-116.344277
MISSION CARE CENTER,555796,4800 DELTA AVENUE,ROSEMEAD,Los Angeles,1,6,0,0,52,3,5,0,34.091154,-118.08655100000001
AVONDALE VILLA POST-ACUTE,555399,788 HOLMES STREET,LIVERMORE,Alameda,0,0,5,0,31,2,0,0,37.673082,-121.780288
MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY,555906,100 HOLLAND GLEN,ESCONDIDO,San Diego,0,0,0,0,13,2,6,0,33.157053,-117.09313200000001
SUNNYVALE POST-ACUTE CENTER,555792,1291 S BERNARDO AVENUE,SUNNYVALE,Santa Clara,0,0,9,0,82,4,0,0,37.352469000000006,-122.059317
REMINGTON CLUB HEALTH CENTER,555296,16915 HIERBA DRIVE,SAN DIEGO,San Diego,0,0,10,0,19,8,4,0,33.020313,-117.071476
TOTALLY KIDS SPECIALTY HEALTHCARE - SUN VALLEY,555815,10716 LA TUNA CANYON ROAD,SUN VALLEY,Los Angeles,0,0,0,0,40,3,1,0,34.234116,-118.36440999999999
WINDSOR CARE CENTER OF SACRAMENTO,555717,501 JESSIE AVENUE,SACRAMENTO,Sacramento,0,0,22,0,120,7,0,0,38.644041,-121.45349000000002
ACC CARE CENTER,555261,7801 RUSH RIVER DRIVE,SACRAMENTO,Sacramento,14,25,21,1,75,27,22,0,38.483601,-121.52523499999998
CORONA POST ACUTE CENTER,555566,2600 SOUTH MAIN STREET,CORONA,Riverside,49,65,9,3,133,28,12,0,33.850211,-117.570241
MACLAY HEALTHCARE CENTER,555583,12831 MACLAY STREET,SYLMAR,Los Angeles,45,12,11,3,104,11,3,0,34.30439,-118.412453
HILLVIEW CONVALESCENT HOSPITAL,555712,530 WEST DUNNE AVENUE & LA SELVA,MORGAN HILL,Santa Clara,0,1,1,0,48,6,6,0,0,0
DESERT REGIONAL MEDICAL CENTER D/P SNF,555417,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,Riverside,12,7,4,3,10,12,13,0,33.838861,-116.545598
LIFE CARE CENTER OF VISTA,555246,304 N. MELROSE DR,VISTA,San Diego,0,3,12,0,118,16,13,0,33.200818,-117.255505
WAGNER HEIGHTS NURSING & REHABILITATION CENTER,555470,9289 BRANSTETTER PLACE,STOCKTON,San Joaquin,11,3,5,0,128,49,0,0,38.034725,-121.34634500000001
SAN MARINO MANOR,555825,6812 N. OAK AVENUE,SAN GABRIEL,Los Angeles,21,66,10,5,41,12,1,0,34.122749,-118.06817
MEDICAL HILL HEALTHCARE CENTER,555254,475 29TH STREET,OAKLAND,Alameda,51,285,7,0,114,31,0,0,37.81799,-122.26630100000001
STONEY POINT HEALTHCARE CENTER,555574,21820 CRAGGY VIEW ST.,CHATSWORTH,Los Angeles,3,2,17,6,100,7,0,0,34.255415,-118.60504100000001
GRAMERCY COURT,555459,2200 GRAMERCY DRIVE,SACRAMENTO,Sacramento,1,2,18,0,97,9,0,0,38.605816,-121.39723600000002
HEALDSBURG DISTRICT HOSPITAL DP/SNF,555590,1375 UNIVERSITY AVENUE,HEALDSBURG,Sonoma,0,6,0,0,17,12,10,0,0,0
PALM TERRACE CARE CENTER,555365,11162 PALM TERRACE LANE,RIVERSIDE,Riverside,42,0,10,4,62,18,0,0,33.935675,-117.49841600000002
THE GARDENS OF EL MONTE,555903,5044 BUFFINGTON RD,EL MONTE,Los Angeles,,,,,,,,,34.09336,-118.008182
NEW BETHANY SKILLED NURSING,555758,1441 BERKELEY DR,LOS BANOS,Merced,3,1,27,0,27,8,10,0,37.047723,-120.834565
YUCCA VALLEY NURSING,555773,57333 JOSHUA LANE,YUCCA VALLEY,San Bernardino,52,35,16,10,70,26,11,0,34.097721,-116.41352199999999
WINDSOR PALMS CARE CENTER OF ARTESIA,555565,11900 E. ARTESIA BLVD.,ARTESIA,Los Angeles,57,0,12,2,266,40,0,0,33.872988,-118.07965200000001
VILLA POMERADO D/P SNF,555301,15615 POMERADO RD,POWAY,San Diego,1,0,0,0,105,2,0,0,32.996802,-117.057852
VIBRA HOSPITAL OF NORTHERN CALIFORNIA D/P SNF,555588,2801 EUREKA WAY,REDDING,Shasta,0,0,17,0,20,6,1,0,40.585677,-122.414102
FORT COLLINS HEALTH CARE CENTER,065166,1000 S LEMAY AVE,FORT COLLINS,Larimer,1,0,18,0,59,2,0,0,40.573709,-105.05786
CENTURA HEALTH PROGRESSIVE CARE CENTER,065183,1338 PHAY AVE,CANON CITY,Fremont,0,0,12,0,58,0,0,0,38.455747,-105.230264
AUTUMN HEIGHTS HEALTH CARE CENTER,065191,3131 S FEDERAL BLVD,DENVER,Denver,44,8,26,24,83,46,12,0,39.65847,-105.025185
CANON LODGE CARE CENTER,065217,905 HARDING AVE,CANON CITY,Fremont,4,6,10,0,33,2,10,0,38.459953,-105.23837200000001
HALLMARK NURSING CENTER,065233,3701 W RADCLIFF AVE,DENVER,Denver,5,7,19,1,102,8,12,0,39.636518,-105.035965
WESTLAKE CARE COMMUNITY,065171,1655 EATON ST,LAKEWOOD,Jefferson,1,1,7,1,62,2,2,0,39.742986,-105.059039
WESTERN HILLS HEALTH CARE CENTER,065209,1625 CARR ST,LAKEWOOD,Jefferson,96,72,20,3,75,25,21,0,39.742416,-105.090764
VALLEY VIEW VILLA,065181,815 FREMONT AVE,FORT MORGAN,Morgan,0,1,11,0,48,7,27,0,40.260293,-103.790626
AMBERWOOD COURT REHABILITATION AND CARE COMMUNITY,065034,4686 E ASBURY CIR,DENVER,Denver,0,0,2,2,68,1,0,0,39.679808,-104.932686
HOLLY HEIGHTS CARE CENTER,065124,6000 E ILIFF AVE,DENVER,Arapahoe,32,0,21,1,81,17,1,0,39.674845,-104.919769
"GARDENS, THE",065198,104 LOIS LN,COLORADO SPRINGS,El Paso,0,0,5,0,43,4,2,0,38.858849,-104.883823
BEAR CREEK CENTER,065188,150 SPRING ST,MORRISON,Jefferson,3,1,33,0,122,6,0,0,39.652976,-105.19256
REHABILITATION AND NURSING CENTER OF THE ROCKIES,065192,1020 PATTON ST,FORT COLLINS,Larimer,27,9,11,8,52,20,17,0,40.573294,-105.05446
COLUMBINE MANOR CARE CENTER,065220,530 W 16TH ST,SALIDA,Chaffee,37,2,32,15,45,10,1,0,38.52655500000001,-106.008736
SAN JUAN LIVING CENTER,065195,1043 RIDGE ST,MONTROSE,Montrose,15,2,29,11,51,7,0,0,38.47777200000001,-107.860654
PROSPECT PARK LIVING CENTER,065185,555 PROSPECT AVE,ESTES PARK,Larimer,3,2,4,3,23,6,2,0,40.372259,-105.51408800000002
JEWELL CARE CENTER OF DENVER,065230,4450 EAST JEWELL AVE,DENVER,Denver,43,3,21,6,80,15,0,0,39.682085,-104.93614600000001
VISTA GRANDE INN,065153,680 E HOSPITAL DR,CORTEZ,Montezuma,0,0,22,0,60,6,0,0,37.361408,-108.576654
LINCOLN COMMUNITY HOSPITAL NURSING HOME,065187,111 - 6TH STREET,HUGO,Lincoln,0,0,0,0,15,0,0,0,39.13766,-103.473159
PALISADES LIVING CENTER,065228,151 E 3RD ST,PALISADE,Mesa,1,0,16,1,66,0,0,0,39.110287,-108.349785
GUNNISON VALLEY HEALTH SENIOR CARE CENTER,065144,1500 W TOMICHI AVE,GUNNISON,Gunnison,0,2,9,1,42,2,3,0,38.544409,-106.945661
SIERRA VISTA HEALTHCARE CENTER,065165,821 DUFFIELD CT,LOVELAND,Larimer,1,0,8,0,81,3,0,0,40.400654,-105.092502
DEVONSHIRE ACRES,065150,1330 SIDNEY AVE,STERLING,Logan,59,5,9,7,52,54,37,0,40.641925,-103.202511
LOWRY HILLS CARE AND REHABILITATION,065001,10201 E THIRD AVE,AURORA,Adams,7,16,7,4,52,6,25,0,39.720145,-104.868872
CHERRELYN HEALTHCARE CENTER,065203,5555 S ELATI  ST,LITTLETON,Arapahoe,1,0,14,1,97,3,1,0,39.616242,-104.994158
BERKLEY MANOR CARE CENTER,065223,735 S LOCUST ST,DENVER,Arapahoe,10,1,18,6,61,6,15,0,39.703066,-104.914121
TERRACE GARDENS HEALTHCARE CENTER,065172,2438 E FOUNTAIN BLVD,COLORADO SPRINGS,El Paso,0,5,23,0,72,5,0,0,38.817358,-104.784198
SUNSET MANOR,065170,2200 EDISON ST,BRUSH,Morgan,20,2,17,5,53,20,0,0,40.254769,-103.646952
PEARL STREET HEALTH AND REHABILITATION CENTER,065208,3636 SOUTH PEARL ST,ENGLEWOOD,Arapahoe,13,2,5,0,67,11,0,0,39.65036,-104.980609
SUMMIT REHABILITATION AND CARE COMMUNITY,065176,500 GENEVA ST,AURORA,Arapahoe,26,10,23,16,79,16,1,0,39.723436,-104.868274
MAPLETON CARE CENTER,065097,115 INGALLS ST,LAKEWOOD,Jefferson,12,4,9,8,54,12,7,1,39.718908,-105.063858
BELMONT LODGE HEALTH CARE CENTER,065169,1601 CONSTITUTION RD,PUEBLO,Pueblo,56,10,18,1,67,15,34,0,38.288189,-104.575657
ST PAUL HEALTH CENTER,065009,1667 ST PAUL ST,DENVER,Denver,7,13,11,1,3,9,15,0,39.743065,-104.95124
ASPEN LIVING CENTER,065168,1795 MONTEREY RD,COLORADO SPRINGS,El Paso,57,2,24,3,67,14,0,0,38.806182,-104.77766400000002
MESA VISTA OF BOULDER,065052,2121 MESA DR,BOULDER,Boulder,9,0,7,4,153,79,1,0,40.024917,-105.269514
STERLING LIVING CENTER,065174,1420 S 3RD AVE,STERLING,Logan,0,0,17,0,49,3,0,0,40.611413,-103.214494
GOOD SAMARITAN SOCIETY - BONELL COMMUNITY,065095,706 23RD ST,GREELEY,Weld,23,41,38,8,74,15,20,0,40.40112,-104.689343
ENGLEWOOD POST ACUTE AND REHABILITATION,065077,3575 S WASHINGTON ST,ENGLEWOOD,Arapahoe,8,1,5,1,63,10,4,0,39.652091,-104.97943
"PAVILION AT VILLA PUEBLO, THE",065121,855 HUNTER DR,PUEBLO,Pueblo,0,0,2,0,79,1,4,0,38.288786,-104.598405
EBEN EZER LUTHERAN CARE CENTER,065163,122 HOSPITAL RD,BRUSH,Morgan,28,1,20,7,71,20,9,0,40.253789,-103.641641
LEMAY AVENUE HEALTH AND REHABILITATION FACILITY,065142,4824 S LEMAY AVE,FORT COLLINS,Larimer,3,0,0,1,122,7,0,0,40.519363,-105.05809
VILLA MANOR CARE CENTER,065092,7950 W MISSISSIPPI AVE,LAKEWOOD,Jefferson,56,36,36,20,79,52,49,0,0,0
SPRING CREEK HEALTH CARE CENTER,065221,1000 E STUART ST,FORT COLLINS,Larimer,0,0,24,0,97,3,0,0,40.563449,-105.059162
GOOD SAMARITAN SOCIETY - FORT COLLINS VILLAGE,065227,508 W TRILBY RD,FORT COLLINS,Larimer,0,0,0,0,50,1,1,0,40.49465,-105.085455
AVAMERE TRANSITIONAL CARE AND REHAB-MALLEY,065196,401 MALLEY DR,NORTHGLENN,Adams,15,3,11,2,134,22,11,0,39.903169,-104.982026
ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,065100,2515 PITMAN PL,PUEBLO,Pueblo,75,2,32,8,111,53,3,0,38.239601,-104.640893
HILDEBRAND CARE CENTER,065179,1401 PHAY AVE,CANON CITY,Fremont,0,0,10,0,72,1,25,0,38.455752,-105.22888
"FAIRACRES MANOR, INC.",065211,1700 18TH AVE,GREELEY,Weld,0,0,12,0,98,0,0,0,40.412397,-104.708947
APPLEWOOD LIVING CENTER,065226,1800 STROH PL,LONGMONT,Boulder,7,0,23,0,99,5,0,0,40.182226,-105.121949
"VILLAS AT SUNNY ACRES, THE",065108,2501 E 104TH AVE,THORNTON,Adams,3,1,35,0,121,22,1,0,39.885015,-104.956609
MEDALLION POST ACUTE REHABILITATION,065113,1719 E BIJOU ST,COLORADO SPRINGS,El Paso,4,1,7,1,58,9,4,0,0,0
COLONIAL COLUMNS NURSING CENTER,065225,1340 E FILLMORE ST,COLORADO SPRINGS,El Paso,1,0,8,0,74,3,0,0,38.873634,-104.80075
PUEBLO CENTER,065232,2611 JONES AVE,PUEBLO,Pueblo,5,2,34,0,90,9,3,0,38.236749,-104.641706
CHEYENNE MOUNTAIN CENTER,065147,835 TENDERFOOT HILL RD,COLORADO SPRINGS,El Paso,3,2,33,0,141,8,7,0,38.793939,-104.812524
KENTON MANOR,065219,850 27TH AVE,GREELEY,Weld,25,0,15,9,72,17,0,0,40.424533,-104.724227
BOULDER MANOR,065222,4685 BASELINE RD,BOULDER,Boulder,15,2,19,7,85,17,0,0,40.000155,-105.237561
NORTH SHORE HEALTH & REHAB FACILITY,065129,1365 W 29TH ST,LOVELAND,Larimer,4,1,20,1,99,5,0,0,40.42169,-105.095847
EVERGREEN NURSING HOME,065234,1991 CARROLL AVE,ALAMOSA,Alamosa,0,0,14,0,36,2,2,0,37.482628,-105.884615
CEDARS HEALTHCARE CENTER,065202,1599 INGALLS ST,LAKEWOOD,Jefferson,2,1,19,0,87,3,5,0,39.742137,-105.063848
MOUNTAIN VISTA HEALTH CENTER,065015,4800 TABOR ST,WHEAT RIDGE,Jefferson,63,3,34,28,90,25,15,0,39.785649,-105.13087
"VALLEY MANOR CARE CENTER, INC",065119,1401 S CASCADE,MONTROSE,Montrose,0,0,14,0,67,0,6,0,38.468312,-107.864381
CEDARWOOD HEALTH CARE CENTER,065175,924 W KIOWA ST,COLORADO SPRINGS,El Paso,0,1,23,0,66,2,0,0,38.837123,-104.840665
ALPINE LIVING CENTER,065193,501 THORNTON PKWY,THORNTON,Adams,45,1,38,11,57,22,0,0,39.870664,-104.980428
SUNDANCE SKILLED NURSING AND REHABILITATION,065152,2612 W CUCHARRAS ST,COLORADO SPRINGS,El Paso,17,32,0,0,56,10,0,0,38.847614,-104.865266
"ROWAN COMMUNITY, INC",065206,4601 E ASBURY CIR,DENVER,Denver,12,2,8,3,54,13,6,0,39.6797,-104.933607
UNIVERSITY PARK CARE CENTER,065231,945 DESERT FLOWER BLVD,PUEBLO,Pueblo,37,29,12,7,103,17,19,0,38.308619,-104.592935
MESA MANOR CENTER,065110,2901 N 12TH ST,GRAND JUNCTION,Mesa,1,0,31,0,65,5,3,0,39.094004,-108.552344
CLEAR CREEK CARE CENTER,065120,7481 KNOX PL,WESTMINSTER,Adams,3,2,14,1,70,5,2,0,39.83227,-105.03246
GOOD SAMARITAN SOCIETY -- LOVELAND VILLAGE,065139,2101 S GARFIELD AVE,LOVELAND,Larimer,0,0,26,0,80,5,2,0,40.369535,-105.078138
MINNEQUA MEDICENTER,065229,2701 CALIFORNIA ST,PUEBLO,Pueblo,0,0,13,0,86,3,0,0,38.222861,-104.626307
CENTENNIAL HEALTH CARE CENTER,065212,1637 29TH AVENUE PL,GREELEY,Weld,52,6,38,20,45,33,0,0,40.413742,-104.728058
PEAKS CARE CENTER THE,065189,1440 COFFMAN ST,LONGMONT,Boulder,48,0,24,18,52,33,0,0,40.184375,-105.103683
HEALTH CENTER AT FRANKLIN PARK,065213,1535 PARK AVE,DENVER,Denver,26,11,15,10,57,14,16,0,39.740796,-104.96951
CHERRY CREEK NURSING CENTER,065146,14699 E HAMPDEN AVE,AURORA,Arapahoe,9,0,10,2,153,11,10,1,39.653155,-104.817631
ELMS HAVEN CENTER,065238,12080 BELLAIRE WAY,THORNTON,Adams,79,4,47,6,157,36,1,0,39.915966000000004,-104.936655
MONTAGE HILLS,065362,2500 S ROSLYN ST,DENVER,Arapahoe,0,2,4,0,14,0,0,0,39.668975,-104.90113200000002
IRONDALE POST ACUTE,065318,7150 POPLAR ST,COMMERCE CITY,Adams,1,6,11,1,72,4,7,0,39.825767,-104.905225
VI AT HIGHLANDS RANCH SKILLED NURSING,065398,9085 RANCH RIVER CIR,HIGHLANDS RANCH,Douglas,2,2,2,0,18,4,10,0,39.550344,-104.95728600000001
WASHINGTON COUNTY NURSING HOME,065309,676 W GREENHOUSE DR,AKRON,Washington,0,0,13,0,39,4,4,0,0,0
ST ANDREWS VILLAGE-LTC,065388,2670 S ABILENE ST,AURORA,Adams,1,2,0,0,40,4,1,0,39.66917,-104.828447
BRUCE MCCANDLESS CO STATE VETERANS NURSING HOME,065394,903 MOORE DR,FLORENCE,Fremont,0,18,10,0,83,14,50,0,38.372731,-105.1205
EAGLE RIDGE AT GRAND VALLEY,065286,2425 TELLER AVE,GRAND JUNCTION,Mesa,0,0,1,0,62,2,0,0,39.075058,-108.536275
DENVER NORTH CARE CENTER,065323,2201 N DOWNING ST,DENVER,Denver,8,2,7,2,64,1,2,0,39.749815000000005,-104.973366
JULIA TEMPLE HEALTHCARE CENTER,065322,3401 S LAFAYETTE ST,ENGLEWOOD,Arapahoe,14,36,36,20,121,43,4,2,39.65491,-104.971224
LIBERTY HEIGHTS,065305,12205 GUNSTOCK DR,COLORADO SPRINGS,El Paso,0,4,5,0,30,3,12,0,39.007703,-104.793976
"LAUREL MANOR CARE CENTER, INC",065246,920 S CHELTON RD,COLORADO SPRINGS,El Paso,,,,,,,,,38.819187,-104.767812
COLUMBINE COMMONS HEALTH AND REHAB LLC,065410,1475 MAIN ST,WINDSOR,Weld,0,2,7,0,28,3,2,0,40.479483,-104.925917
COLOROW HEALTH CARE LLC,065354,885 S HIGHWAY 50 BUSINESS LOOP,OLATHE,Montrose,2,2,18,0,59,8,13,0,38.601,-107.975341
NEURORESTORATIVE COLORADO,065402,5945 S WRIGHT ST,LITTLETON,Arapahoe,0,0,7,0,23,0,0,0,39.608655,-105.13997500000002
LIFE CARE CENTER OF STONEGATE,065401,15720 GARDEN PLAZA DR,PARKER,Douglas,1,64,11,0,44,5,9,0,39.548606,-104.808456
"CENTER AT LINCOLN, LLC, THE",065403,12230 LIONESS WAY,PARKER,Douglas,3,0,4,0,85,7,0,0,39.535214,-104.848098
SEDGWICK COUNTY MEMORIAL NURSING HOME,06A173,901 CEDAR ST,JULESBURG,Sedgwick,5,0,9,1,28,8,0,0,40.993249,-102.268793
MANORCARE HEALTH SERVICES - BOULDER,065267,2800 PALO PKWY,BOULDER,Boulder,1,0,16,0,96,0,15,0,40.043625,-105.257627
BROOKDALE GREENWOOD VILLAGE,065376,6450 S BOSTON ST,GREENWOOD VILLAGE,Arapahoe,33,1,10,5,43,19,0,0,39.599759,-104.880756
VISTA VIEW CARE CENTER,065383,8451 PEARL ST,THORNTON,Adams,1,1,0,0,21,4,1,0,39.849815,-104.979305
YUMA LIFE CARE CENTER,065263,323 W 9TH AVE,YUMA,Yuma,1,0,5,0,25,2,0,0,40.117553,-102.727348
WILLOW TREE CARE CENTER,065249,2050 S MAIN ST,DELTA,Delta,0,0,4,0,36,0,1,0,38.719655,-108.05774000000001
CHEYENNE MANOR,06A192,561 W 1ST ST N,CHEYENNE WELLS,Cheyenne,0,0,0,0,23,0,4,0,38.825696,-102.350989
LIFE CARE CENTER OF GREELEY,065368,4800 W 25TH ST,GREELEY,Weld,15,49,10,1,65,9,42,0,40.397292,-104.758231
MANTEY HEIGHTS REHABILITATION & CARE CENTER,065307,2825 PATTERSON RD,GRAND JUNCTION,Mesa,0,46,0,0,64,5,22,0,39.091815,-108.529696
CASTLE ROCK CARE CENTER,065285,4001 HOME ST,CASTLE ROCK,Douglas,3,8,6,3,50,5,2,0,39.422958,-104.866874
LITTLETON CARE AND REHABILITATION CENTER,065320,5822 S LOWELL WAY,LITTLETON,Arapahoe,0,0,11,0,31,2,0,0,39.611066,-105.034695
POWERBACK REHABILITATION LAKEWOOD,065400,7395 W EASTMAN PL,LAKEWOOD,Denver,15,10,43,29,81,13,14,1,39.658293,-105.079041
SANDROCK RIDGE CARE AND REHAB,065384,943 W 8TH DR,CRAIG,Moffat,0,0,6,0,,0,0,0,40.518324,-107.559155
LITTLE SISTERS OF THE POOR - MULLEN HOME,06A088,3629 W 29TH AVE,DENVER,Denver,0,0,3,0,38,1,1,0,39.758508,-105.035758
HARMONY POINTE NURSING CENTER,065298,1655 YARROW ST,LAKEWOOD,Jefferson,3,5,10,1,103,10,2,0,39.742647,-105.083697
CAMBRIDGE CARE CENTER,065296,1685 EATON ST,LAKEWOOD,Jefferson,1,1,0,1,77,1,0,0,39.743673,-105.05904900000002
UPTOWN HEALTH CARE CENTER,065311,745 EAST 18TH AVE,DENVER,Denver,8,4,2,2,71,8,9,0,39.744859,-104.977886
PIKES PEAK CENTER,065415,2719 N UNION BLVD,COLORADO SPRINGS,El Paso,25,1,57,24,145,48,8,0,38.870957,-104.794215
LIFE CARE CENTER OF LONGMONT,065282,2451 PRATT ST,LONGMONT,Boulder,38,31,33,7,115,25,65,0,40.202543,-105.106522
ARVADA CARE AND REHABILITATION CENTER,065321,6121 W 60TH AVE,ARVADA,Jefferson,5,2,9,0,43,5,4,0,39.805531,-105.06536
ADVANCED HEALTH CARE OF COLORADO SPRINGS,065407,55 S PARKSIDE DR,COLORADO SPRINGS,El Paso,3,7,3,1,8,15,10,0,38.831509,-104.784839
COTTONWOOD INN REHAB AND EXTENDED CARE CENTER,065411,450 PROSPECTOR AVE,DURANGO,La Plata,1,0,11,0,31,1,0,0,0,0
MOUNT ST FRANCIS NURSING CENTER,065325,7550 ASSISI HTS,COLORADO SPRINGS,El Paso,29,4,4,2,98,60,0,0,38.947813,-104.873
"CENTER AT LOWRY, LLC",065419,8550 E LOWRY BLVD,DENVER,Arapahoe,11,1,3,1,14,12,4,0,39.721188,-104.888237
SUITES AT CLERMONT PARK CARE CENTER,065344,2480 S CLERMONT ST,DENVER,Denver,1,2,16,3,58,3,1,0,39.670949,-104.935326
POWERBACK REHABILITATION LAFAYETTE,065414,329 EXEMPLA CIR,LAFAYETTE,Boulder,10,0,11,1,52,11,0,0,39.972282,-105.085521
BROOMFIELD SKILLED NURSING AND REHABILITATION CTR,065379,12975 SHERIDAN BLVD,BROOMFIELD,Broomfield,72,45,49,24,123,40,37,0,39.931068,-105.053125
RIO GRANDE INN,065399,39 CALLE MILLER,LA JARA,Conejos,0,0,16,0,69,1,0,0,37.26394,-105.96677
HIGHLINE REHABILITATION AND CARE COMMUNITY,065256,6060 E ILIFF AVE,DENVER,Denver,1,0,10,0,101,3,1,0,39.674855,-104.91825
CASEY'S POND SENIOR LIVING LTC,065341,2855 OWL HOOT TRL,STEAMBOAT SPRINGS,Routt,0,26,20,0,44,9,8,0,40.452878,-106.812925
TRINIDAD INN NURSING HOME,065396,409 BENEDICTA AVE,TRINIDAD,Las Animas,0,0,21,0,81,0,0,0,37.17246,-104.488281
LIFE CARE CENTER OF AURORA,065332,14101 EAST EVANS AVE,AURORA,Arapahoe,68,10,33,14,65,25,15,0,39.678063,-104.822556
BROOKSHIRE HOUSE REHABILITATION AND CARE COMMUNITY,065242,4660 E ASBURY CIR,DENVER,Denver,0,0,3,3,61,5,4,0,39.679597,-104.932815
"CENTER AT CORDERA, LLC, THE",065413,9208 GRAND CORDERA PKWY,COLORADO SPRINGS,El Paso,1,1,8,0,55,7,1,0,38.964162,-104.734004
WINDSOR HEALTHCARE CENTER,065278,710 3RD ST,WINDSOR,Weld,1,0,20,0,88,2,0,0,40.472915,-104.900733
"GREEN HOUSE HOMES AT MIRASOL, THE",065412,490 MIRASOL DRIVE,LOVELAND,Larimer,1,0,0,0,57,5,0,0,40.386442,-105.061566
BERTHOUD LIVING CENTER,065265,855 FRANKLIN AVE,BERTHOUD,Larimer,0,1,15,0,58,0,0,0,40.309767,-105.08695100000001
BROOKDALE SKYLINE,065382,2365 PATRIOT HTS,COLORADO SPRINGS,El Paso,0,0,7,0,,6,5,0,38.832433,-104.873194
"CENTER AT NORTHRIDGE, LLC, THE",065416,12285 PECOS ST,WESTMINSTER,Adams,15,2,5,2,84,13,15,0,39.921024,-105.005776
JUNIPER VILLAGE - THE SPEARLY CENTER,065327,2205 W 29TH AVE,DENVER,Denver,15,11,10,9,123,11,2,0,39.758418,-105.013511
CASTLE PEAK SENIOR LIFE AND REHABILITATION,065420,195 FREESTONE RD,EAGLE,Eagle,3,4,0,0,36,3,10,0,0,0
CRIPPLE CREEK CARE CENTER,065333,700 'A' STREET N,CRIPPLE CREEK,Teller,0,0,0,0,44,1,0,0,39.302256,-102.26200200000001
CROWLEY COUNTY NURSING CENTER,065312,401 IDAHO AVE,ORDWAY,Crowley,0,2,9,0,31,1,6,0,38.219031,-103.7539
FOREST STREET COMPASSIONATE CARE CENTER,065387,3345 FOREST ST,DENVER,Denver,0,0,10,6,,0,0,0,39.76426,-104.926951
HORIZONS CARE CENTER,065258,11411 HWY 65,ECKERT,Delta,1,31,39,0,54,2,34,0,38.81929,-107.979862
COLUMBINE WEST HEALTH AND REHAB FACILITY,065245,940 WORTHINGTON CIR,FORT COLLINS,Larimer,19,12,16,3,88,27,13,0,40.55691,-105.093804
CHRISTOPHER HOUSE REHABILITATION AND CARE COMMUNIT,065273,6270 W 38TH AVE,WHEAT RIDGE,Jefferson,1,6,1,0,63,7,14,0,39.769351,-105.065895
"VILLAGE CARE AND REHABILITATION CENTER, THE",065367,9221 WADSWORTH PKWY,WESTMINSTER,Jefferson,19,18,15,4,36,24,49,0,39.864451,-105.084937
REGENT PARK NURSING AND REHABILITATION,065302,816 S INTEROCEAN AVE,HOLYOKE,Phillips,0,12,0,0,43,0,3,0,40.5781,-102.302214
LA VILLA GRANDE CARE CENTER,065253,2501 LITTLE BOOKCLIFF DR,GRAND JUNCTION,Mesa,25,4,2,1,69,16,9,0,39.090177,-108.556581
SLOAN'S LAKE REHABILITATION CENTER,065404,1601 NORTH LOWELL BLVD,DENVER,Denver,7,1,0,0,21,0,5,0,39.743335,-105.034597
NORTH STAR REHABILITATION AND CARE COMMUNITY,065274,3185 W ARKANSAS AVE,DENVER,Denver,0,1,1,0,67,10,4,0,39.691303,-105.02822
GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,065266,1600 S POTOMAC ST,AURORA,Arapahoe,24,19,27,11,84,8,14,0,39.687868,-104.831144
"FLATIRONS HEALTH & REHAB, LLC",065421,1107 CENTURY DR,LOUISVILLE,Boulder,1,2,12,0,35,9,14,0,39.968569,-105.166539
HERITAGE PARK CARE CENTER,065237,1200 VILLAGE RD,CARBONDALE,Garfield,0,1,11,0,58,7,0,0,39.409948,-107.219857
"CENTER AT CENTERPLACE, LLC, THE",065431,4356 24TH ST RD,GREELEY,Weld,0,0,2,0,30,1,0,0,0,0
ARBOR VIEW,065330,7991 W 71ST AVE,ARVADA,Jefferson,11,0,9,0,96,8,10,0,39.8263,-105.08266600000002
MANORCARE HEALTH SERVICES-DENVER,065241,290 S MONACO PKWY,DENVER,Denver,3,5,3,2,74,7,1,0,39.711852,-104.912794
GOOD SAMARITAN SOCIETY -- SIMLA,06A171,320 PUEBLO AVE,SIMLA,Elbert,0,0,3,0,26,0,0,0,39.142413,-104.08370000000001
"PARK FOREST CARE CENTER, INC.",06A172,7045 STUART ST,WESTMINSTER,Adams,3,1,7,0,84,6,3,0,39.824999,-105.043086
RIDGEVIEW POST ACUTE,065283,5230 E 66TH WY,COMMERCE CITY,Adams,9,2,11,4,82,6,6,0,39.81575,-104.927934
