Facility Name,Facility Name Normalized,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
Logan Elm Health Care,LOGAN ELM HEALTH CARE,20201104,OH,PICKAWAY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickaway Manor,PICKAWAY MANOR,20201104,OH,PICKAWAY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Church Residences at Bristol Village,NATIONAL CHURCH RESIDENCES AT BRISTOL VILLAGE,20201104,OH,PIKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piketon Nursing Center,PIKETON NURSING CENTER,20201104,OH,PIKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pavilion at Piketon,THE PAVILION AT PIKETON,20201104,OH,PIKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,ALPINE,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare,ALTERCARE,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Maria,ANNA MARIA,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors,ARBORS,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Streetsboro,ARBORS AT STREETSBORO,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora Manor,AURORA MANOR,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenue of Aurora,AVENUE OF AURORA,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independence Village of Aurora,INDEPENDENCE VILLAGE OF AURORA,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington at Anna Maria,KENSINGTON AT ANNA MARIA,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Healthcare Center,KENT HEALTHCARE CENTER,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodlands,WOODLANDS,20201104,OH,PORTAGE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Nursing Center,GREENBRIAR NURSING CENTER,20201104,OH,PREBLE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Gardens,MAPLE GARDENS,20201104,OH,PREBLE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanCrest Healthcare,VANCREST HEALTHCARE,20201104,OH,PREBLE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autumn Court,AUTUMN COURT,20201104,OH,PUTNAM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilty Home,HILTY HOME,20201104,OH,PUTNAM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadows of Kalida,MEADOWS OF KALIDA,20201104,OH,PUTNAM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadows of Leipsic,MEADOWS OF LEIPSIC,20201104,OH,PUTNAM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadows of Ottawa,MEADOWS OF OTTAWA,20201104,OH,PUTNAM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Mifflin,ARBORS AT MIFFLIN,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Meadows,COUNTRY MEADOWS,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crestwood Care Center,CRESTWOOD CARE CENTER,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Care Nursing and Rehab Center,CRYSTAL CARE NURSING AND REHABILITATION CENTER,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington Court Care Center,LEXINGTON COURT CARE CENTER,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberty Nursing Center of Mansfield,LIBERTY NURSING CENTER OF MANSFIELD,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield Memorial Homes,MANSFIELD MEMORIAL HOMES,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Grove Manor,OAK GROVE MANOR,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelby Pointe,SHELBY POINTE,20201104,OH,RICHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carecore at Westmoreland,CARECORE AT WESTMORELAND,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Chillicothe,HEARTLAND OF CHILLICOTHE,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapleview Manor,MAPLEVIEW MANOR,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Church Residences,NATIONAL CHURCH RESIDENCES,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature Healthcare of Chillicothe,SIGNATURE HEALTHCARE OF CHILLICOTHE,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Vineyards at Concord,THE VINEYARDS AT CONCORD,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley View Alzheimer's Care Center,VALLEY VIEW ALZHEIMER'S CARE CENTER,20201104,OH,ROSS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethesda Care Center,BETHESDA CARE CENTER,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clyde Gardens Place,CLYDE GARDENS PLACE,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Springs Healthcare Center,EDEN SPRINGS HEALTHCARE CENTER,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Village of Clyde,HERITAGE VILLAGE OF CLYDE,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkview Care Center,PARKVIEW CARE CENTER,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley View Health Campus,VALLEY VIEW HEALTH CAMPUS,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor Lane Health Care,WINDSOR LANE HEALTH CARE,20201104,OH,SANDUSKY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Care,BEST CARE,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgeport,BRIDGEPORT,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord Health and Rehabilitation Center,CONCORD HEALTH AND REHABILITATION CENTER,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewood Manor of Lucasville I,EDGEWOOD MANOR OF LUCASVILLE I,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewood Manor of Lucasville II,EDGEWOOD MANOR OF LUCASVILLE II,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillview,HILLVIEW,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portsmouth Health and Rehab,PORTSMOUTH HEALTH AND REHABILITATION,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resthaven,RESTHAVEN,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Run Healthcare of Franklin Furnace,RIVER RUN HEALTHCARE OF FRANKLIN FURNACE,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemount Pavilion,ROSEMOUNT PAVILION,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autumnwood Care Center,AUTUMNWOOD CARE CENTER,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmwood At The Shawhan,ELMWOOD AT THE SHAWHAN,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd,GOOD SHEPHERD,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Catherine's Manor of Fostoria,ST CATHERINE'S MANOR OF FOSTORIA,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Francis,ST FRANCIS,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffin Developmental Center,TIFFIN DEVELOPMENTAL CENTER,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffin Rehabilitation Center,TIFFIN REHABILITATION CENTER,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows of Tiffin,WILLOWS OF TIFFIN,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHIO LIVING,OHIO LIVING,20201104,OH,SHELBY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELBY SKILLED NURSING AND REHABILITATION,SHELBY SKILLED NURSING AND REHABILITATION,20201104,OH,SHELBY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDNEY CARE CENTER,SIDNEY CARE CENTER,20201104,OH,SHELBY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare of Alliance,ALTERCARE OF ALLIANCE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare of Louisville,ALTERCARE OF LOUISVILLE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare of Nobles Pond,ALTERCARE OF NOBLES POND,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst Meadows,AMHERST MEADOWS,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aultman Woodlawn,AULTMAN WOODLAWN,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belden Village Health Care,BELDEN VILLAGE HEALTH CARE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethany Nursing Home Inc,BETHANY NURSING HOME,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brewster Parke,BREWSTER PARKE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton Christian Home,CANTON CHRISTIAN HOME,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton Regency,CANTON REGENCY,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapel Hill Retirement Community,CHAPEL HILL RETIREMENT COMMUNITY,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Lawn,COUNTRY LAWN,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury Senior Living Massillon,DANBURY SENIOR LIVING MASSILLON,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenwood Care and Rehabilitation,GLENWOOD CARE AND REHABILITATION,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Meadows Health and Wellness Center,GREEN MEADOWS HEALTH AND WELLNESS CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanover Healthcare Center,HANOVER HEALTHCARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Ridge Rehabilitation and Care,JACKSON RIDGE REHABILITATION AND CARE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Massillon,LAURELS OF MASSILLON,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legends Care Center,LEGENDS CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCrea Manor,MCCREA MANOR,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKinley Health Care Center,MCKINLEY HEALTH CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Wind Health Care Center,MEADOW WIND HEALTH CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Lane Nursing and Rehabilitation,ROSE LANE NURSING AND REHABILITATION,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary Grande,SANCTUARY GRANDE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph Assisted Living,ST JOSEPH ASSISTED LIVING,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph Senior Living,ST JOSEPH SENIOR LIVING,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Luke's Lutheran Community,ST LUKE'S LUTHERAN COMMUNITY,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Luke's Minerva,ST LUKE'S MINERVA,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Creek Assisted Living and Memory Care,STONE CREEK ASSISTED LIVING AND MEMORY CARE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gables of Canton,THE GABLES OF CANTON,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Inn at Belden Village,THE INN AT BELDEN VILLAGE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Laurels of Canton,THE LAURELS OF CANTON,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare of Cuyahoga Falls,ALTERCARE OF CUYAHOGA FALLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare Transitional Care of the Western Reserve,ALTERCARE TRANSITIONAL CARE OF THE WESTERN RESERVE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American House Senior Living,AMERICAN HOUSE SENIOR LIVING,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Fairlawn,ARBORS AT FAIRLAWN,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Stow,ARBORS AT STOW,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenue at Macedonia,AVENUE AT MACEDONIA,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath Creek Estates,BATH CREEK ESTATES,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath Manor Special Care Centre,BATH MANOR SPECIAL CARE CENTRE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brentwood Healthcare Center,BRENTWOOD HEALTHCARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Senior Living - Barberton,BROOKDALE SENIOR LIVING - BARBERTON,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Senior Living - Bath,BROOKDALE SENIOR LIVING - BATH,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Senior Living - Montrose,BROOKDALE SENIOR LIVING - MONTROSE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canal Pointe Nursing and Rehabilitation Center,CANAL POINTE NURSING AND REHABILITATION CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury of Twinsburg,CANTERBURY OF TWINSBURG,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Senior Living - Summit Pointe,CAPITAL SENIOR LIVING - SUMMIT POINTE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia at Sumner,CONCORDIA AT SUMNER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuing Healthcare of Cuyahoga Falls,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copley Health Center,COPLEY HEALTH CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury Senior Living  - Tallmadge,DANBURY SENIOR LIVING - TALLMADGE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury Senior Living - Cuyahoga Falls,DANBURY SENIOR LIVING - CUYAHOGA FALLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmcroft of Sagamore Hills,ELMCROFT OF SAGAMORE HILLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falls Village Skilled Nursing and Rehab,FALLS VILLAGE SKILLED NURSING AND REHABILITATION,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grande Village Retirement Community,GRANDE VILLAGE RETIREMENT COMMUNITY,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Village Skilled Nursing,GREEN VILLAGE SKILLED NURSING,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heather Knoll Retirement Village,HEATHER KNOLL RETIREMENT VILLAGE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Crossing Assisted Living and Memory Care,HERITAGE CROSSING ASSISTED LIVING AND MEMORY CARE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage of Hudson,HERITAGE OF HUDSON,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hickory Ridge Nursing and Rehabilitation Center,HICKORY RIDGE NURSING AND REHABILITATION CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland Square Rehab and Nursing,HIGHLAND SQUARE REHABILITATION AND NURSING,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson Elms Nursing Home,HUDSON ELMS NURSING HOME,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson Grande Senior Living,HUDSON GRANDE SENIOR LIVING,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel Lake Retirement Community,LAUREL LAKE RETIREMENT COMMUNITY,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ManorCare Health Services - Barberton,MANORCARE HEALTH SERVICES - BARBERTON,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maplewood Senior Living at Cuyahoga Falls,MAPLEWOOD SENIOR LIVING AT CUYAHOGA FALLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maplewood Senior Living at Twinsburg,MAPLEWOOD SENIOR LIVING AT TWINSBURG,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield Village Retirement Community,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Living Rockynol,OHIO LIVING ROCKYNOL,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pebble Creek Healthcare Center,PEBBLE CREEK HEALTHCARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regina Health Center,REGINA HEALTH CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaissance of Richfield-Bath,RENAISSANCE OF RICHFIELD-BATH,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasons Skilled Nursing and Rehabilitation,SEASONS SKILLED NURSING AND REHABILITATION,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Luke's Lutheran Community - Portage Lakes,ST LUKE'S LUTHERAN COMMUNITY - PORTAGE LAKES,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stow Glen Retirement Village,STOW GLEN RETIREMENT VILLAGE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise of Cuyahoga Falls,SUNRISE OF CUYAHOGA FALLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Briarwood Healthcare Community,THE BRIARWOOD HEALTHCARE COMMUNITY,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Colony Healthcare Center,THE COLONY HEALTHCARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
